EventName,StartDate,EventType,BookingReference,AttendeeReference,GroupSize,IsLeadAttendee,AttendeeGrossCost,EventId,BookingStatus,AttendeeType,TicketType,StatusCreatedDate,ClientId,Season,days_to_event,weeks
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B999652,A1067931,1,TRUE,0,24442,Attending,Attendee,Standard,15/08/2021,219,Autumn,18,2.571428571
Autofiction: A Female Francophone Aesthetic of Exile,08/09/2021,Seminar,B999653,A1067932,1,TRUE,0,24520,Attending,Attendee,Standard,15/08/2021,219,Autumn,24,3.428571429
Women and the Invention of the Renaissance,13/09/2021,Short Course,B999655,A1067934,1,TRUE,100,24534,Attending,Standard,Standard,15/08/2021,219,Autumn,29,4.142857143
Women and the Invention of the Renaissance,13/09/2021,Short Course,B999656,A1067935,1,TRUE,90,24534,Attending,Warburg staff and fellows. external students. unwaged,Warburg staff & fellows. external students. unwaged,15/08/2021,219,Autumn,29,4.142857143
History Lab Annual Conference- Material Culture as methodology: the objects that make history,18/08/2021,Conference / Symposium,B999657,A1067936,1,TRUE,0,24549,Attending,Attendee,Standard,15/08/2021,219,Summer,3,0.428571429
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B999658,A1067937,1,TRUE,0,24442,Attending,Attendee,Standard,15/08/2021,219,Autumn,18,2.571428571
Being Human masterclass: promoting your event,09/09/2021,Workshop,B999660,A1067939,1,TRUE,0,24574,Attending,Attendee,Standard,15/08/2021,219,Autumn,25,3.571428571
Gerald Aylmer Seminar 2021: New Ways to Work: future directions for archival and historical practice,17/09/2021,Conference / Symposium,IHR999661,A1067940,1,TRUE,0,24434,Attending,Attendee,Standard,15/08/2021,219,Autumn,33,4.714285714
Gerald Aylmer Seminar 2021: New Ways to Work: future directions for archival and historical practice,17/09/2021,Conference / Symposium,IHR999672,A1067951,1,TRUE,0,24434,Attending,Attendee,Standard,16/08/2021,219,Autumn,32,4.571428571
Financial Technology - Challenges for the Law - Seminar and  Book Launch,03/09/2021,,B999679,A1067958,1,TRUE,0,24371,Attending,Attendee,Standard,16/08/2021,219,Autumn,18,2.571428571
Troubling Anniversaries Conference,21/10/2021,Conference / Symposium,IHR999681,A1067960,1,TRUE,0,24463,Attending,Attendee,Standard,16/08/2021,219,Autumn,66,9.428571429
Late Medieval and Renaissance Latin (Beginner. Intermediate & Advanced),06/10/2021,Short Course,B999691,A1067971,1,TRUE,500,24525,Attending,Standard - Intermediate Latin,Standard - Intermediate Latin,16/08/2021,219,Autumn,51,7.285714286
Truth and Trust; untruth especially in oppressive regimes,11/11/2021,Seminar,IHR999695,A1067975,1,TRUE,0,24552,Attending,Attendee,Standard,16/08/2021,219,Autumn,87,12.42857143
The Latin American Community in London: An Intergenerational Conversation | Conversatorio intergeneracional e interseccional sobre la comunidad latina en Londres,09/09/2021,Seminar,B999697,A1067977,1,TRUE,0,24562,Attending,Attendee,Standard,16/08/2021,219,Autumn,24,3.428571429
Being Human masterclass: promoting your event,09/09/2021,Workshop,B999699,A1067979,1,TRUE,0,24574,Attending,Attendee,Standard,16/08/2021,219,Autumn,24,3.428571429
Late Medieval and Renaissance Latin (Beginner. Intermediate & Advanced),06/10/2021,Short Course,B999701,A1067981,1,TRUE,500,24525,Attending,Standard - Intermediate Latin,Standard - Intermediate Latin,16/08/2021,219,Autumn,51,7.285714286
A Champion of dignity at work: the TUC in the Citrine era,13/09/2021,Lecture,IHR999702,A1067982,1,TRUE,0,24598,Attending,Attendee,Standard,16/08/2021,219,Autumn,28,4
Classical Greek Texts,05/10/2021,Short Course,B999715,A1067995,1,TRUE,160,24577,Attending,Standard,Standard,16/08/2021,219,Autumn,50,7.142857143
A Champion of dignity at work: the TUC in the Citrine era,13/09/2021,Lecture,IHR999716,A1067996,1,TRUE,0,24598,Attending,Attendee,Standard,16/08/2021,219,Autumn,28,4
Truth and Trust; untruth especially in oppressive regimes,11/11/2021,Seminar,IHR999719,A1067999,1,TRUE,0,24552,Attending,Attendee,Standard,16/08/2021,219,Autumn,87,12.42857143
Debating the Zeitgeist and Being Second Generation,29/09/2021,Seminar,B999720,A1068000,1,TRUE,0,24608,Attending,Attendee,Standard,16/08/2021,219,Autumn,44,6.285714286
Beginners Renaissance Latin Intensive,20/09/2021,Short Course,B999725,A1068005,1,TRUE,140,24496,Attending,Standard,Standard,16/08/2021,219,Autumn,35,5
The Latin American Community in London: An Intergenerational Conversation | Conversatorio intergeneracional e interseccional sobre la comunidad latina en Londres,09/09/2021,Seminar,B999726,A1068006,1,TRUE,0,24562,Attending,Attendee,Standard,16/08/2021,219,Autumn,24,3.428571429
Gerald Aylmer Seminar 2021: New Ways to Work: future directions for archival and historical practice,17/09/2021,Conference / Symposium,IHR999733,A1068013,1,TRUE,0,24434,Attending,Attendee,Standard,16/08/2021,219,Autumn,32,4.571428571
Plant knowledge depicted: Botanical identifications of seventeenth-century illustrations of Dutch Brazil,21/10/2021,Seminar,B999734,A1068014,1,TRUE,0,24603,Attending,Attendee,Standard,16/08/2021,219,Autumn,66,9.428571429
Women and the Invention of the Renaissance,13/09/2021,Short Course,B999740,A1068020,1,TRUE,90,24534,Attending,Warburg staff and fellows. external students. unwaged,Warburg staff & fellows. external students. unwaged,17/08/2021,219,Autumn,27,3.857142857
Being Human masterclass: promoting your event,09/09/2021,Workshop,B999741,A1068021,1,TRUE,0,24574,Attending,Attendee,Standard,17/08/2021,219,Autumn,23,3.285714286
Gerald Aylmer Seminar 2021: New Ways to Work: future directions for archival and historical practice,17/09/2021,Conference / Symposium,IHR999742,A1068022,1,TRUE,0,24434,Attending,Attendee,Standard,17/08/2021,219,Autumn,31,4.428571429
Narratives of Selfhood and Ambivalence,30/09/2021,Conference / Symposium,B999744,A1068024,1,TRUE,0,24529,Attending,Attendee,Standard,17/08/2021,219,Autumn,44,6.285714286
Being Human masterclass: promoting your event,09/09/2021,Workshop,B999752,A1068032,1,TRUE,0,24574,Attending,Attendee,Standard,17/08/2021,219,Autumn,23,3.285714286
Specialised Italian for Renaissance Research (Beginners and Intermediate) & Advanced Renaissance Italian,04/10/2021,Short Course,B999759,A1068039,1,TRUE,200,24527,Attending,Warburg PhDs - Advanced Italian,Warburg PhDs - Advanced Italian,17/08/2021,219,Autumn,48,6.857142857
Latin Palaeography,01/10/2021,Short Course,B999760,A1068040,1,TRUE,85,24579,Attending,Warburg students. staff and fellows,Warburg students. staff and fellows,17/08/2021,219,Autumn,45,6.428571429
A Champion of dignity at work: the TUC in the Citrine era,13/09/2021,Lecture,IHR999763,A1068043,1,TRUE,0,24598,Attending,Attendee,Standard,17/08/2021,219,Autumn,27,3.857142857
Financial Technology - Challenges for the Law - Seminar and  Book Launch,03/09/2021,,B999778,A1068058,1,TRUE,0,24371,Attending,Attendee,Standard,17/08/2021,219,Autumn,17,2.428571429
‘The Raw and the Refined: Commodities. Processing. and Power in Global Perspective’ - Keynote Lecture,02/09/2021,Lecture,B999780,A1068060,1,TRUE,0,24558,Attending,Attendee,Standard,17/08/2021,219,Autumn,16,2.285714286
Being Human masterclass: promoting your event,09/09/2021,Workshop,B999791,A1068071,1,TRUE,0,24574,Attending,Attendee,Standard,17/08/2021,219,Autumn,23,3.285714286
History Lab Annual Conference- Material Culture as methodology: the objects that make history,18/08/2021,Conference / Symposium,B999800,A1068080,1,TRUE,0,24549,Attending,Attendee,Standard,17/08/2021,219,Summer,1,0.142857143
Renaissance Italian Palaeography,06/10/2021,Short Course,B999801,A1068081,1,TRUE,200,24532,Attending,External students / unwaged,External students / unwaged,17/08/2021,219,Autumn,50,7.142857143
Latin Palaeography,01/10/2021,Short Course,B999814,A1068094,1,TRUE,175,24579,Attending,Standard,Standard,17/08/2021,219,Autumn,45,6.428571429
History Lab Annual Conference- Material Culture as methodology: the objects that make history,18/08/2021,Conference / Symposium,B999830,A1068110,1,TRUE,0,24549,Attending,Attendee,Standard,17/08/2021,219,Summer,1,0.142857143
Truth and Trust; untruth especially in oppressive regimes,11/11/2021,Seminar,IHR999831,A1068111,1,TRUE,0,24552,Attending,Attendee,Standard,17/08/2021,219,Autumn,86,12.28571429
History Lab Annual Conference- Material Culture as methodology: the objects that make history,18/08/2021,Conference / Symposium,B999836,A1068116,1,TRUE,0,24549,Attending,Attendee,Standard,17/08/2021,219,Summer,1,0.142857143
History Lab Annual Conference- Material Culture as methodology: the objects that make history,18/08/2021,Conference / Symposium,B999839,A1068119,1,TRUE,0,24549,Attending,Attendee,Standard,17/08/2021,219,Summer,1,0.142857143
History Lab Annual Conference- Material Culture as methodology: the objects that make history,18/08/2021,Conference / Symposium,B999843,A1068123,1,TRUE,0,24549,Attending,Attendee,Standard,17/08/2021,219,Summer,1,0.142857143
Women and the Invention of the Renaissance,13/09/2021,Short Course,B999844,A1068124,1,TRUE,100,24534,Attending,Standard,Standard,18/08/2021,219,Autumn,26,3.714285714
Classical Greek - Beginners,07/10/2021,Short Course,B999845,A1068125,1,TRUE,90,24576,Attending,SAS students & staff / LAHP students,SAS students & staff / LAHP students,18/08/2021,219,Autumn,50,7.142857143
Financial Technology - Challenges for the Law - Seminar and  Book Launch,03/09/2021,,B999848,A1068128,1,TRUE,0,24371,Attending,Attendee,Standard,18/08/2021,219,Autumn,16,2.285714286
Late Medieval and Renaissance Latin (Beginner. Intermediate & Advanced),06/10/2021,Short Course,B999862,A1068142,1,TRUE,400,24525,Attending,External students / unwaged - Beginner Latin,External students / unwaged - Beginner Latin,18/08/2021,219,Autumn,49,7
The Latin American Community in London: An Intergenerational Conversation | Conversatorio intergeneracional e interseccional sobre la comunidad latina en Londres,09/09/2021,Seminar,B999866,A1068146,1,TRUE,0,24562,Attending,Attendee,Standard,18/08/2021,219,Autumn,22,3.142857143
The Latin American Community in London: An Intergenerational Conversation | Conversatorio intergeneracional e interseccional sobre la comunidad latina en Londres,09/09/2021,Seminar,B999867,A1068147,1,TRUE,0,24562,Attending,Attendee,Standard,18/08/2021,219,Autumn,22,3.142857143
CANCELLED - IALS/European Criminal Law Webinar: Mutual Legal Assistance after Brexit,05/10/2021,,B999869,A1068149,1,TRUE,0,24471,Attending,Attendee,Standard,18/08/2021,219,Autumn,48,6.857142857
Late Medieval and Renaissance Latin (Beginner. Intermediate & Advanced),06/10/2021,Short Course,B999873,A1068153,1,TRUE,300,24525,Attending,SAS students. staff / LAHP students - Beginner Latin,SAS students. staff / LAHP students - Beginner Latin,18/08/2021,219,Autumn,49,7
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B999874,A1068154,1,TRUE,0,24442,Attending,Attendee,Standard,18/08/2021,219,Autumn,15,2.142857143
Renaissance Italian Palaeography,06/10/2021,Short Course,B999879,A1068159,1,TRUE,200,24532,Attending,External students / unwaged,External students / unwaged,18/08/2021,219,Autumn,49,7
Troubling Anniversaries Conference,21/10/2021,Conference / Symposium,IHR999881,A1068161,1,TRUE,0,24463,Attending,Attendee,Standard,18/08/2021,219,Autumn,64,9.142857143
After the Virus: Lessons from the Past for a Better Future,23/09/2021,Lecture,H&P23999884,A1068164,1,TRUE,0,24621,Attending,Attendee,Standard,18/08/2021,219,Autumn,36,5.142857143
After the Virus: Lessons from the Past for a Better Future,23/09/2021,Lecture,H&P23999891,A1068171,1,TRUE,0,24621,Attending,Attendee,Standard,18/08/2021,219,Autumn,36,5.142857143
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B999893,A1068173,1,TRUE,0,24442,Attending,Attendee,Standard,18/08/2021,219,Autumn,15,2.142857143
After the Virus: Lessons from the Past for a Better Future,23/09/2021,Lecture,H&P23999895,A1068175,1,TRUE,0,24621,Attending,Attendee,Standard,18/08/2021,219,Autumn,36,5.142857143
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B999903,A1068183,1,TRUE,0,24442,Attending,Attendee,Standard,18/08/2021,219,Autumn,15,2.142857143
Gerald Aylmer Seminar 2021: New Ways to Work: future directions for archival and historical practice,17/09/2021,Conference / Symposium,IHR999910,A1068190,1,TRUE,0,24434,Attending,Attendee,Standard,18/08/2021,219,Autumn,30,4.285714286
Thomas Harriot in Global and Local Contexts: A Quatercentenary Conference,09/09/2021,Conference / Symposium,B999912,A1068192,1,TRUE,0,24507,Attending,Attendee,Standard,18/08/2021,219,Autumn,22,3.142857143
After the Virus: Lessons from the Past for a Better Future,23/09/2021,Lecture,H&P23999926,A1068206,1,TRUE,0,24621,Attending,Attendee,Standard,18/08/2021,219,Autumn,36,5.142857143
Late Medieval and Renaissance Latin (Beginner. Intermediate & Advanced),06/10/2021,Short Course,B999927,A1068207,1,TRUE,400,24525,Attending,External students / unwaged - Intermediate Latin,External students / unwaged - Intermediate Latin,18/08/2021,219,Autumn,49,7
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B999928,A1068208,1,TRUE,0,24442,Attending,Attendee,Standard,18/08/2021,219,Autumn,15,2.142857143
Truth and Trust; untruth especially in oppressive regimes,11/11/2021,Seminar,IHR999929,A1068209,1,TRUE,0,24552,Attending,Attendee,Standard,18/08/2021,219,Autumn,85,12.14285714
Numbers of Paper Gardens: Notes on Western Attitudes to Chinese Gardens since 1860,18/11/2021,Seminar,B999931,A1068211,1,TRUE,0,24605,Attending,Attendee,Standard,18/08/2021,219,Autumn,92,13.14285714
After the Virus: Lessons from the Past for a Better Future,23/09/2021,Lecture,H&P23999932,A1068212,1,TRUE,0,24621,Attending,Attendee,Standard,18/08/2021,219,Autumn,36,5.142857143
THE DIRECTOR’S SEMINAR SERIES: Goblin Market and the World of Contract,27/10/2021,,B999943,A1068223,1,TRUE,0,24617,Attending,Attendee,Standard,18/08/2021,219,Autumn,70,10
Women and the Invention of the Renaissance,13/09/2021,Short Course,B999945,A1068225,1,TRUE,100,24534,Attending,Standard,Standard,19/08/2021,219,Autumn,25,3.571428571
Gerald Aylmer Seminar 2021: New Ways to Work: future directions for archival and historical practice,17/09/2021,Conference / Symposium,IHR999952,A1068232,1,TRUE,0,24434,Attending,Attendee,Standard,19/08/2021,219,Autumn,29,4.142857143
After the Virus: Lessons from the Past for a Better Future,23/09/2021,Lecture,H&P23999957,A1068237,1,TRUE,0,24621,Attending,Attendee,Standard,19/08/2021,219,Autumn,35,5
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B999958,A1068238,1,TRUE,0,24442,Attending,Attendee,Standard,19/08/2021,219,Autumn,14,2
Being Human masterclass: promoting your event,09/09/2021,Workshop,B999968,A1068248,1,TRUE,0,24574,Attending,Attendee,Standard,19/08/2021,219,Autumn,21,3
After the Virus: Lessons from the Past for a Better Future,23/09/2021,Lecture,H&P23999970,A1068250,1,TRUE,0,24621,Attending,Attendee,Standard,19/08/2021,219,Autumn,35,5
Gerald Aylmer Seminar 2021: New Ways to Work: future directions for archival and historical practice,17/09/2021,Conference / Symposium,IHR999973,A1068253,1,TRUE,0,24434,Attending,Attendee,Standard,19/08/2021,219,Autumn,29,4.142857143
Gerald Aylmer Seminar 2021: New Ways to Work: future directions for archival and historical practice,17/09/2021,Conference / Symposium,IHR999974,A1068254,1,TRUE,0,24434,Attending,Attendee,Standard,19/08/2021,219,Autumn,29,4.142857143
Late Medieval and Renaissance Latin (Beginner. Intermediate & Advanced),06/10/2021,Short Course,B999975,A1068255,1,TRUE,500,24525,Attending,Standard - Intermediate Latin,Standard - Intermediate Latin,19/08/2021,219,Autumn,48,6.857142857
Late Medieval and Renaissance Latin (Beginner. Intermediate & Advanced),06/10/2021,Short Course,B999977,A1068257,1,TRUE,500,24525,Attending,Standard - Advanced Latin,Standard - Advanced Latin,19/08/2021,219,Autumn,48,6.857142857
Women and the Invention of the Renaissance,13/09/2021,Short Course,B999985,A1068265,1,TRUE,100,24534,Attending,Standard,Standard,19/08/2021,219,Autumn,25,3.571428571
Being Human masterclass: promoting your event,09/09/2021,Workshop,B999986,A1068266,1,TRUE,0,24574,Attending,Attendee,Standard,19/08/2021,219,Autumn,21,3
A Champion of dignity at work: the TUC in the Citrine era,13/09/2021,Lecture,IHR999988,A1068268,1,TRUE,0,24598,Attending,Attendee,Standard,19/08/2021,219,Autumn,25,3.571428571
Georg Joseph Kamel SJ (1661–1706): Natural and Medical Knowledge in Transit Between the Philippines and Europe,07/10/2021,Seminar,B999989,A1068269,1,TRUE,0,24602,Attending,Attendee,Standard,19/08/2021,219,Autumn,49,7
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B999992,A1068272,1,TRUE,0,24442,Attending,Attendee,Standard,19/08/2021,219,Autumn,14,2
A Century of Pilgrimage: Landscape and Memory in Visiting and Revisiting the Western Front. 1919–2019,20/10/2021,Seminar,B999994,A1068274,1,TRUE,0,24599,Attending,Attendee,Standard,19/08/2021,219,Autumn,62,8.857142857
Plant knowledge depicted: Botanical identifications of seventeenth-century illustrations of Dutch Brazil,21/10/2021,Seminar,B999996,A1068276,1,TRUE,0,24603,Attending,Attendee,Standard,19/08/2021,219,Autumn,63,9
The Venetian interest in Moorish Spain and its impact on sixteenth-century Italian gardens  ,04/11/2021,Seminar,B999997,A1068277,1,TRUE,0,24604,Attending,Attendee,Standard,19/08/2021,219,Autumn,77,11
Gerald Aylmer Seminar 2021: New Ways to Work: future directions for archival and historical practice,17/09/2021,Conference / Symposium,IHR999999,A1068279,1,TRUE,0,24434,Attending,Attendee,Standard,19/08/2021,219,Autumn,29,4.142857143
After the Virus: Lessons from the Past for a Better Future,23/09/2021,Lecture,H&P231000000,A1068280,1,TRUE,0,24621,Attending,Attendee,Standard,19/08/2021,219,Autumn,35,5
The Latin American Community in London: An Intergenerational Conversation | Conversatorio intergeneracional e interseccional sobre la comunidad latina en Londres,09/09/2021,Seminar,B1000002,A1068282,1,TRUE,0,24562,Attending,Attendee,Standard,19/08/2021,219,Autumn,21,3
Gerald Aylmer Seminar 2021: New Ways to Work: future directions for archival and historical practice,17/09/2021,Conference / Symposium,IHR1000004,A1068284,1,TRUE,0,24434,Attending,Attendee,Standard,19/08/2021,219,Autumn,29,4.142857143
Gerald Aylmer Seminar 2021: New Ways to Work: future directions for archival and historical practice,17/09/2021,Conference / Symposium,IHR1000005,A1068285,1,TRUE,0,24434,Attending,Attendee,Standard,19/08/2021,219,Autumn,29,4.142857143
Gerald Aylmer Seminar 2021: New Ways to Work: future directions for archival and historical practice,17/09/2021,Conference / Symposium,IHR1000006,A1068286,1,TRUE,0,24434,Attending,Attendee,Standard,19/08/2021,219,Autumn,29,4.142857143
After the Virus: Lessons from the Past for a Better Future,23/09/2021,Lecture,H&P231000009,A1068289,1,TRUE,0,24621,Attending,Attendee,Standard,19/08/2021,219,Autumn,35,5
After the Virus: Lessons from the Past for a Better Future,23/09/2021,Lecture,H&P231000012,A1068292,1,TRUE,0,24621,Attending,Attendee,Standard,19/08/2021,219,Autumn,35,5
Gerald Aylmer Seminar 2021: New Ways to Work: future directions for archival and historical practice,17/09/2021,Conference / Symposium,IHR1000013,A1068293,1,TRUE,0,24434,Attending,Attendee,Standard,19/08/2021,219,Autumn,29,4.142857143
Financial Technology - Challenges for the Law - Seminar and  Book Launch,03/09/2021,,B1000035,A1068317,1,TRUE,0,24371,Attending,Attendee,Standard,20/08/2021,219,Autumn,14,2
Gerald Aylmer Seminar 2021: New Ways to Work: future directions for archival and historical practice,17/09/2021,Conference / Symposium,IHR1000038,A1068320,1,TRUE,0,24434,Attending,Attendee,Standard,20/08/2021,219,Autumn,28,4
Gerald Aylmer Seminar 2021: New Ways to Work: future directions for archival and historical practice,17/09/2021,Conference / Symposium,IHR1000044,A1068326,1,TRUE,0,24434,Attending,Attendee,Standard,20/08/2021,219,Autumn,28,4
Gerald Aylmer Seminar 2021: New Ways to Work: future directions for archival and historical practice,17/09/2021,Conference / Symposium,IHR1000046,A1068328,1,TRUE,0,24434,Attending,Attendee,Standard,20/08/2021,219,Autumn,28,4
Gerald Aylmer Seminar 2021: New Ways to Work: future directions for archival and historical practice,17/09/2021,Conference / Symposium,IHR1000066,A1068348,1,TRUE,0,24434,Attending,Attendee,Standard,20/08/2021,219,Autumn,28,4
Gerald Aylmer Seminar 2021: New Ways to Work: future directions for archival and historical practice,17/09/2021,Conference / Symposium,IHR1000091,A1068374,1,TRUE,0,24434,Attending,Attendee,Standard,20/08/2021,219,Autumn,28,4
Gerald Aylmer Seminar 2021: New Ways to Work: future directions for archival and historical practice,17/09/2021,Conference / Symposium,IHR1000093,A1068376,1,TRUE,0,24434,Attending,Attendee,Standard,20/08/2021,219,Autumn,28,4
Gerald Aylmer Seminar 2021: New Ways to Work: future directions for archival and historical practice,17/09/2021,Conference / Symposium,IHR1000094,A1068377,1,TRUE,0,24434,Attending,Attendee,Standard,20/08/2021,219,Autumn,28,4
Gerald Aylmer Seminar 2021: New Ways to Work: future directions for archival and historical practice,17/09/2021,Conference / Symposium,IHR1000095,A1068378,1,TRUE,0,24434,Attending,Attendee,Standard,20/08/2021,219,Autumn,28,4
Gerald Aylmer Seminar 2021: New Ways to Work: future directions for archival and historical practice,17/09/2021,Conference / Symposium,IHR1000096,A1068379,1,TRUE,0,24434,Attending,Attendee,Standard,20/08/2021,219,Autumn,28,4
Gerald Aylmer Seminar 2021: New Ways to Work: future directions for archival and historical practice,17/09/2021,Conference / Symposium,IHR1000097,A1068380,1,TRUE,0,24434,Attending,Attendee,Standard,20/08/2021,219,Autumn,28,4
Gerald Aylmer Seminar 2021: New Ways to Work: future directions for archival and historical practice,17/09/2021,Conference / Symposium,IHR1000098,A1068381,1,TRUE,0,24434,Attending,Attendee,Standard,20/08/2021,219,Autumn,28,4
Gerald Aylmer Seminar 2021: New Ways to Work: future directions for archival and historical practice,17/09/2021,Conference / Symposium,IHR1000100,A1068383,1,TRUE,0,24434,Attending,Attendee,Standard,20/08/2021,219,Autumn,28,4
Classical Greek - Beginners,07/10/2021,Short Course,B1000101,A1068384,1,TRUE,140,24576,Attending,External students / unwaged,External students / unwaged,20/08/2021,219,Autumn,48,6.857142857
Gerald Aylmer Seminar 2021: New Ways to Work: future directions for archival and historical practice,17/09/2021,Conference / Symposium,IHR1000108,A1068391,1,TRUE,0,24434,Attending,Attendee,Standard,20/08/2021,219,Autumn,28,4
Women and the Invention of the Renaissance,13/09/2021,Short Course,B1000109,A1068392,1,TRUE,100,24534,Attending,Standard,Standard,20/08/2021,219,Autumn,24,3.428571429
Gerald Aylmer Seminar 2021: New Ways to Work: future directions for archival and historical practice,17/09/2021,Conference / Symposium,IHR1000110,A1068393,1,TRUE,0,24434,Attending,Attendee,Standard,20/08/2021,219,Autumn,28,4
Gerald Aylmer Seminar 2021: New Ways to Work: future directions for archival and historical practice,17/09/2021,Conference / Symposium,IHR1000111,A1068394,1,TRUE,0,24434,Attending,Attendee,Standard,20/08/2021,219,Autumn,28,4
Gerald Aylmer Seminar 2021: New Ways to Work: future directions for archival and historical practice,17/09/2021,Conference / Symposium,IHR1000112,A1068395,1,TRUE,0,24434,Attending,Attendee,Standard,20/08/2021,219,Autumn,28,4
Gerald Aylmer Seminar 2021: New Ways to Work: future directions for archival and historical practice,17/09/2021,Conference / Symposium,IHR1000113,A1068396,1,TRUE,0,24434,Attending,Attendee,Standard,20/08/2021,219,Autumn,28,4
Gerald Aylmer Seminar 2021: New Ways to Work: future directions for archival and historical practice,17/09/2021,Conference / Symposium,IHR1000114,A1068397,1,TRUE,0,24434,Attending,Attendee,Standard,20/08/2021,219,Autumn,28,4
THE DIRECTOR’S SEMINAR SERIES: Goblin Market and the World of Contract,27/10/2021,,B1000116,A1068399,1,TRUE,0,24617,Attending,Attendee,Standard,20/08/2021,219,Autumn,68,9.714285714
Gerald Aylmer Seminar 2021: New Ways to Work: future directions for archival and historical practice,17/09/2021,Conference / Symposium,IHR1000118,A1068401,1,TRUE,0,24434,Attending,Attendee,Standard,20/08/2021,219,Autumn,28,4
Gerald Aylmer Seminar 2021: New Ways to Work: future directions for archival and historical practice,17/09/2021,Conference / Symposium,IHR1000121,A1068404,1,TRUE,0,24434,Attending,Attendee,Standard,20/08/2021,219,Autumn,28,4
The Latin American Community in London: An Intergenerational Conversation | Conversatorio intergeneracional e interseccional sobre la comunidad latina en Londres,09/09/2021,Seminar,B1000123,A1068406,1,TRUE,0,24562,Attending,Attendee,Standard,20/08/2021,219,Autumn,20,2.857142857
THE DIRECTOR’S SEMINAR SERIES: Finding time in abortion law ,06/12/2021,,B1000124,A1068407,1,TRUE,0,24619,Attending,Attendee,Standard,20/08/2021,219,Winter,108,15.42857143
The Latin American Community in London: An Intergenerational Conversation | Conversatorio intergeneracional e interseccional sobre la comunidad latina en Londres,09/09/2021,Seminar,B1000127,A1068410,1,TRUE,0,24562,Attending,Attendee,Standard,20/08/2021,219,Autumn,20,2.857142857
Gerald Aylmer Seminar 2021: New Ways to Work: future directions for archival and historical practice,17/09/2021,Conference / Symposium,IHR1000129,A1068412,1,TRUE,0,24434,Attending,Attendee,Standard,20/08/2021,219,Autumn,28,4
Late Medieval and Renaissance Latin (Beginner. Intermediate & Advanced),06/10/2021,Short Course,B1000133,A1068416,1,TRUE,300,24525,Attending,SAS students. staff / LAHP students - Intermediate Latin,SAS students. staff / LAHP students - Intermediate Latin,20/08/2021,219,Autumn,47,6.714285714
The Latin American Community in London: An Intergenerational Conversation | Conversatorio intergeneracional e interseccional sobre la comunidad latina en Londres,09/09/2021,Seminar,B1000154,A1068437,1,TRUE,0,24562,Attending,Attendee,Standard,21/08/2021,219,Autumn,19,2.714285714
THE DIRECTOR’S SEMINAR SERIES: The Role of Border Cities in International Law,04/11/2021,,B1000155,A1068438,1,TRUE,0,24618,Attending,Attendee,Standard,21/08/2021,219,Autumn,75,10.71428571
Gerald Aylmer Seminar 2021: New Ways to Work: future directions for archival and historical practice,17/09/2021,Conference / Symposium,IHR1000156,A1068439,1,TRUE,0,24434,Attending,Attendee,Standard,21/08/2021,219,Autumn,27,3.857142857
THE DIRECTOR’S SEMINAR SERIES: Goblin Market and the World of Contract,27/10/2021,,B1000163,A1068446,1,TRUE,0,24617,Attending,Attendee,Standard,21/08/2021,219,Autumn,67,9.571428571
THE DIRECTOR’S SEMINAR SERIES: The Role of Border Cities in International Law,04/11/2021,,B1000164,A1068447,1,TRUE,0,24618,Attending,Attendee,Standard,21/08/2021,219,Autumn,75,10.71428571
Gerald Aylmer Seminar 2021: New Ways to Work: future directions for archival and historical practice,17/09/2021,Conference / Symposium,IHR1000166,A1068449,1,TRUE,0,24434,Attending,Attendee,Standard,21/08/2021,219,Autumn,27,3.857142857
Gerald Aylmer Seminar 2021: New Ways to Work: future directions for archival and historical practice,17/09/2021,Conference / Symposium,IHR1000175,A1068458,1,TRUE,0,24434,Attending,Attendee,Standard,21/08/2021,219,Autumn,27,3.857142857
Symphonic Beneficence: The Berliner Philharmoniker and the London Symphony Orchestra during the First World War,17/11/2021,Seminar,B1000183,A1068466,1,TRUE,0,24600,Attending,Attendee,Standard,22/08/2021,219,Autumn,87,12.42857143
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B1000185,A1068468,1,TRUE,0,24442,Attending,Attendee,Standard,22/08/2021,219,Autumn,11,1.571428571
Gerald Aylmer Seminar 2021: New Ways to Work: future directions for archival and historical practice,17/09/2021,Conference / Symposium,IHR1000187,A1068470,1,TRUE,0,24434,Attending,Attendee,Standard,22/08/2021,219,Autumn,26,3.714285714
British ‘Japan Gardens’ and Japanese ‘Western-style’: Cultural exchange between Meiji-era Japan and Victorian/Edwardian Britain (1850-1914),02/12/2021,Seminar,B1000189,A1068472,1,TRUE,0,24606,Attending,Attendee,Standard,22/08/2021,219,Winter,102,14.57142857
