EventName,StartDate,EventType,BookingReference,AttendeeReference,GroupSize,IsLeadAttendee,AttendeeGrossCost,EventId,BookingStatus,AttendeeType,TicketType,StatusCreatedDate,ClientId,Season,days_to_event,weeks
Neoliberalism. the Family. and Bourgeois Domesticity I,10/12/2021,Seminar,B953419,A1021430,1,TRUE,0,24077,Attending,Attendee,Standard,05/03/2021,219,Winter,280,40
Queer Homemaking I,22/10/2021,Reading Group,B954541,A1022562,1,TRUE,0,24071,Attending,Attendee,Standard,08/03/2021,219,Autumn,228,32.57142857
Neoliberalism. the Family. and Bourgeois Domesticity I,10/12/2021,Seminar,B956238,A1024268,1,TRUE,0,24077,Attending,Attendee,Standard,10/03/2021,219,Winter,275,39.28571429
Queer Homemaking I,22/10/2021,Reading Group,B959604,A1027663,1,TRUE,0,24071,Attending,Attendee,Standard,16/03/2021,219,Autumn,220,31.42857143
Neoliberalism. the Family. and Bourgeois Domesticity I,10/12/2021,Seminar,B959608,A1027667,1,TRUE,0,24077,Attending,Attendee,Standard,16/03/2021,219,Winter,269,38.42857143
Neoliberalism. the Family. and Bourgeois Domesticity I,10/12/2021,Seminar,B967598,A1035704,1,TRUE,0,24077,Attending,Attendee,Standard,12/04/2021,219,Winter,242,34.57142857
Queer Homemaking II,19/11/2021,Seminar,B972756,A1040883,1,TRUE,0,24075,Attending,Attendee,Standard,21/04/2021,219,Autumn,212,30.28571429
Neoliberalism. the Family. and Bourgeois Domesticity II,21/01/2022,Seminar,B972760,A1040887,1,TRUE,0,24078,Attending,Attendee,Standard,21/04/2021,219,Winter,275,39.28571429
Financial Technology - Challenges for the Law - Seminar and  Book Launch,03/09/2021,,B977104,A1045245,1,TRUE,0,24371,Attending,Attendee,Standard,02/05/2021,219,Autumn,124,17.71428571
Financial Technology - Challenges for the Law - Seminar and  Book Launch,03/09/2021,,B977116,A1045257,1,TRUE,0,24371,Attending,Attendee,Standard,02/05/2021,219,Autumn,124,17.71428571
Financial Technology - Challenges for the Law - Seminar and  Book Launch,03/09/2021,,B978260,A1046402,1,TRUE,0,24371,Attending,Attendee,Standard,05/05/2021,219,Autumn,121,17.28571429
Financial Technology - Challenges for the Law - Seminar and  Book Launch,03/09/2021,,B979572,A1047716,1,TRUE,0,24371,Attending,Attendee,Standard,08/05/2021,219,Autumn,118,16.85714286
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B984073,A1052260,1,TRUE,0,24442,Attending,Attendee,Standard,19/05/2021,219,Autumn,106,15.14285714
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B984930,A1053117,1,TRUE,0,24442,Attending,Attendee,Standard,21/05/2021,219,Autumn,104,14.85714286
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B984933,A1053120,1,TRUE,0,24442,Attending,Attendee,Standard,21/05/2021,219,Autumn,104,14.85714286
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B984935,A1053122,1,TRUE,0,24442,Attending,Attendee,Standard,21/05/2021,219,Autumn,104,14.85714286
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B984937,A1053124,1,TRUE,0,24442,Attending,Attendee,Standard,21/05/2021,219,Autumn,104,14.85714286
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B984941,A1053128,1,TRUE,0,24442,Attending,Attendee,Standard,21/05/2021,219,Autumn,104,14.85714286
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B984973,A1053161,1,TRUE,0,24442,Attending,Attendee,Standard,21/05/2021,219,Autumn,104,14.85714286
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B984980,A1053168,1,TRUE,0,24442,Attending,Attendee,Standard,21/05/2021,219,Autumn,104,14.85714286
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B984990,A1053178,1,TRUE,0,24442,Attending,Attendee,Standard,21/05/2021,219,Autumn,104,14.85714286
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B985038,A1053226,1,TRUE,0,24442,Attending,Attendee,Standard,21/05/2021,219,Autumn,104,14.85714286
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B985080,A1053268,1,TRUE,0,24442,Attending,Attendee,Standard,21/05/2021,219,Autumn,104,14.85714286
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B985134,A1053322,1,TRUE,0,24442,Attending,Attendee,Standard,21/05/2021,219,Autumn,104,14.85714286
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B985136,A1053324,1,TRUE,0,24442,Attending,Attendee,Standard,21/05/2021,219,Autumn,104,14.85714286
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B985538,A1053727,1,TRUE,0,24442,Attending,Attendee,Standard,24/05/2021,219,Autumn,101,14.42857143
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B985550,A1053739,1,TRUE,0,24442,Attending,Attendee,Standard,24/05/2021,219,Autumn,101,14.42857143
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B985809,A1053998,1,TRUE,0,24442,Attending,Attendee,Standard,24/05/2021,219,Autumn,101,14.42857143
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B985855,A1054044,1,TRUE,0,24442,Attending,Attendee,Standard,24/05/2021,219,Autumn,101,14.42857143
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B986054,A1054243,1,TRUE,0,24442,Attending,Attendee,Standard,25/05/2021,219,Autumn,100,14.28571429
Financial Technology - Challenges for the Law - Seminar and  Book Launch,03/09/2021,,B986323,A1054512,1,TRUE,0,24371,Attending,Attendee,Standard,25/05/2021,219,Autumn,101,14.42857143
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B986355,A1054544,1,TRUE,0,24442,Attending,Attendee,Standard,25/05/2021,219,Autumn,100,14.28571429
Neoliberalism. the Family. and Bourgeois Domesticity I,10/12/2021,Seminar,B986411,A1054600,1,TRUE,0,24077,Attending,Attendee,Standard,26/05/2021,219,Winter,198,28.28571429
Queer Homemaking I,22/10/2021,Reading Group,B986417,A1054606,1,TRUE,0,24071,Attending,Attendee,Standard,26/05/2021,219,Autumn,149,21.28571429
Queer Homemaking II,19/11/2021,Seminar,B986424,A1054613,1,TRUE,0,24075,Attending,Attendee,Standard,26/05/2021,219,Autumn,177,25.28571429
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B987468,A1055661,1,TRUE,0,24442,Attending,Attendee,Standard,28/05/2021,219,Autumn,97,13.85714286
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B987490,A1055683,1,TRUE,0,24442,Attending,Attendee,Standard,28/05/2021,219,Autumn,97,13.85714286
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B987515,A1055708,1,TRUE,0,24442,Attending,Attendee,Standard,28/05/2021,219,Autumn,97,13.85714286
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B987612,A1055805,1,TRUE,0,24442,Attending,Attendee,Standard,29/05/2021,219,Autumn,96,13.71428571
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B987716,A1055909,1,TRUE,0,24442,Attending,Attendee,Standard,31/05/2021,219,Autumn,94,13.42857143
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B988339,A1056532,1,TRUE,0,24442,Attending,Attendee,Standard,02/06/2021,219,Autumn,92,13.14285714
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B988361,A1056560,1,TRUE,0,24442,Attending,Attendee,Standard,02/06/2021,219,Autumn,92,13.14285714
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B988366,A1056565,1,TRUE,0,24442,Attending,Attendee,Standard,02/06/2021,219,Autumn,92,13.14285714
Financial Technology - Challenges for the Law - Seminar and  Book Launch,03/09/2021,,B988416,A1056615,1,TRUE,0,24371,Attending,Attendee,Standard,02/06/2021,219,Autumn,93,13.28571429
Financial Technology - Challenges for the Law - Seminar and  Book Launch,03/09/2021,,B988502,A1056701,1,TRUE,0,24371,Attending,Attendee,Standard,02/06/2021,219,Autumn,93,13.28571429
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B988522,A1056721,1,TRUE,0,24442,Attending,Attendee,Standard,02/06/2021,219,Autumn,92,13.14285714
Financial Technology - Challenges for the Law - Seminar and  Book Launch,03/09/2021,,B988547,A1056746,1,TRUE,0,24371,Attending,Attendee,Standard,02/06/2021,219,Autumn,93,13.28571429
Financial Technology - Challenges for the Law - Seminar and  Book Launch,03/09/2021,,B988779,A1056978,1,TRUE,0,24371,Attending,Attendee,Standard,03/06/2021,219,Autumn,92,13.14285714
Financial Technology - Challenges for the Law - Seminar and  Book Launch,03/09/2021,,B988780,A1056979,1,TRUE,0,24371,Attending,Attendee,Standard,03/06/2021,219,Autumn,92,13.14285714
Financial Technology - Challenges for the Law - Seminar and  Book Launch,03/09/2021,,B988905,A1057106,1,TRUE,0,24371,Attending,Attendee,Standard,03/06/2021,219,Autumn,92,13.14285714
Neoliberalism. the Family. and Bourgeois Domesticity I,10/12/2021,Seminar,B988930,A1057131,1,TRUE,0,24077,Attending,Attendee,Standard,03/06/2021,219,Winter,190,27.14285714
Neoliberalism. the Family. and Bourgeois Domesticity II,21/01/2022,Seminar,B988932,A1057133,1,TRUE,0,24078,Attending,Attendee,Standard,03/06/2021,219,Winter,232,33.14285714
Troubling Anniversaries Conference,21/10/2021,Conference / Symposium,IHR989404,A1057606,1,TRUE,0,24463,Attending,Attendee,Standard,04/06/2021,219,Autumn,139,19.85714286
Troubling Anniversaries Conference,21/10/2021,Conference / Symposium,IHR989705,A1057907,1,TRUE,0,24463,Attending,Attendee,Standard,06/06/2021,219,Autumn,137,19.57142857
Queer Homemaking I,22/10/2021,Reading Group,B989711,A1057913,1,TRUE,0,24071,Attending,Attendee,Standard,06/06/2021,219,Autumn,138,19.71428571
Troubling Anniversaries Conference,21/10/2021,Conference / Symposium,IHR989930,A1058132,1,TRUE,0,24463,Attending,Attendee,Standard,07/06/2021,219,Autumn,136,19.42857143
Troubling Anniversaries Conference,21/10/2021,Conference / Symposium,IHR989932,A1058134,1,TRUE,0,24463,Attending,Attendee,Standard,07/06/2021,219,Autumn,136,19.42857143
Troubling Anniversaries Conference,21/10/2021,Conference / Symposium,IHR989937,A1058139,1,TRUE,0,24463,Attending,Attendee,Standard,07/06/2021,219,Autumn,136,19.42857143
Troubling Anniversaries Conference,21/10/2021,Conference / Symposium,IHR989954,A1058156,1,TRUE,0,24463,Attending,Attendee,Standard,07/06/2021,219,Autumn,136,19.42857143
Troubling Anniversaries Conference,21/10/2021,Conference / Symposium,IHR989974,A1058177,1,TRUE,0,24463,Attending,Attendee,Standard,07/06/2021,219,Autumn,136,19.42857143
Troubling Anniversaries Conference,21/10/2021,Conference / Symposium,IHR990017,A1058219,1,TRUE,0,24463,Attending,Attendee,Standard,07/06/2021,219,Autumn,136,19.42857143
Troubling Anniversaries Conference,21/10/2021,Conference / Symposium,IHR990034,A1058236,1,TRUE,0,24463,Attending,Attendee,Standard,07/06/2021,219,Autumn,136,19.42857143
Troubling Anniversaries Conference,21/10/2021,Conference / Symposium,IHR990081,A1058283,1,TRUE,0,24463,Attending,Attendee,Standard,07/06/2021,219,Autumn,136,19.42857143
Troubling Anniversaries Conference,21/10/2021,Conference / Symposium,IHR990099,A1058301,1,TRUE,0,24463,Attending,Attendee,Standard,07/06/2021,219,Autumn,136,19.42857143
Troubling Anniversaries Conference,21/10/2021,Conference / Symposium,IHR990254,A1058457,1,TRUE,0,24463,Attending,Attendee,Standard,08/06/2021,219,Autumn,135,19.28571429
Troubling Anniversaries Conference,21/10/2021,Conference / Symposium,IHR990516,A1058719,1,TRUE,0,24463,Attending,Attendee,Standard,08/06/2021,219,Autumn,135,19.28571429
Troubling Anniversaries Conference,21/10/2021,Conference / Symposium,IHR990550,A1058753,1,TRUE,0,24463,Attending,Attendee,Standard,08/06/2021,219,Autumn,135,19.28571429
Troubling Anniversaries Conference,21/10/2021,Conference / Symposium,IHR990571,A1058774,1,TRUE,0,24463,Attending,Attendee,Standard,09/06/2021,219,Autumn,134,19.14285714
Troubling Anniversaries Conference,21/10/2021,Conference / Symposium,IHR990799,A1059002,1,TRUE,0,24463,Attending,Attendee,Standard,09/06/2021,219,Autumn,134,19.14285714
Troubling Anniversaries Conference,21/10/2021,Conference / Symposium,IHR990927,A1059130,1,TRUE,0,24463,Attending,Attendee,Standard,09/06/2021,219,Autumn,134,19.14285714
Troubling Anniversaries Conference,21/10/2021,Conference / Symposium,IHR991061,A1059264,1,TRUE,0,24463,Attending,Attendee,Standard,10/06/2021,219,Autumn,133,19
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B991108,A1059311,1,TRUE,0,24442,Attending,Attendee,Standard,10/06/2021,219,Autumn,84,12
Troubling Anniversaries Conference,21/10/2021,Conference / Symposium,IHR991202,A1059405,1,TRUE,0,24463,Attending,Attendee,Standard,10/06/2021,219,Autumn,133,19
Queer Homemaking II,19/11/2021,Seminar,B991504,A1059707,1,TRUE,0,24075,Attending,Attendee,Standard,11/06/2021,219,Autumn,161,23
Queer Homemaking I,22/10/2021,Reading Group,B991505,A1059708,1,TRUE,0,24071,Attending,Attendee,Standard,11/06/2021,219,Autumn,133,19
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B991595,A1059798,1,TRUE,0,24442,Attending,Attendee,Standard,11/06/2021,219,Autumn,83,11.85714286
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B993059,A1061266,1,TRUE,0,24442,Attending,Attendee,Standard,16/06/2021,219,Autumn,78,11.14285714
Beginners Renaissance Latin Intensive,20/09/2021,Short Course,B993383,A1061591,1,TRUE,140,24496,Attending,Standard,Standard,17/06/2021,219,Autumn,95,13.57142857
Troubling Anniversaries Conference,21/10/2021,Conference / Symposium,IHR993439,A1061647,1,TRUE,0,24463,Attending,Attendee,Standard,17/06/2021,219,Autumn,126,18
Beginners Renaissance Latin Intensive,20/09/2021,Short Course,B993538,A1061746,1,TRUE,125,24496,Attending,Warburg staff/external students/unwaged,Warburg staff/external students/unwaged,17/06/2021,219,Autumn,95,13.57142857
Beginners Renaissance Latin Intensive,20/09/2021,Short Course,B993547,A1061755,1,TRUE,50,24496,Attending,Warburg students,Warburg students,17/06/2021,219,Autumn,95,13.57142857
Troubling Anniversaries Conference,21/10/2021,Conference / Symposium,IHR993738,A1061947,1,TRUE,0,24463,Attending,Attendee,Standard,18/06/2021,219,Autumn,125,17.85714286
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B993941,A1062150,1,TRUE,0,24442,Attending,Attendee,Standard,19/06/2021,219,Autumn,75,10.71428571
Troubling Anniversaries Conference,21/10/2021,Conference / Symposium,IHR993948,A1062157,1,TRUE,0,24463,Attending,Attendee,Standard,19/06/2021,219,Autumn,124,17.71428571
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B993954,A1062163,1,TRUE,0,24442,Attending,Attendee,Standard,19/06/2021,219,Autumn,75,10.71428571
Beginners Renaissance Latin Intensive,20/09/2021,Short Course,B993992,A1062201,1,TRUE,50,24496,Attending,Warburg students,Warburg students,20/06/2021,219,Autumn,92,13.14285714
Beginners Renaissance Latin Intensive,20/09/2021,Short Course,B994278,A1062487,1,TRUE,50,24496,Attending,Warburg students,Warburg students,21/06/2021,219,Autumn,91,13
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B994746,A1062958,1,TRUE,0,24442,Attending,Attendee,Standard,22/06/2021,219,Autumn,72,10.28571429
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B994816,A1063029,1,TRUE,0,24442,Attending,Attendee,Standard,23/06/2021,219,Autumn,71,10.14285714
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B994865,A1063078,1,TRUE,0,24442,Attending,Attendee,Standard,23/06/2021,219,Autumn,71,10.14285714
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B994873,A1063086,1,TRUE,0,24442,Attending,Attendee,Standard,23/06/2021,219,Autumn,71,10.14285714
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B994968,A1063182,1,TRUE,0,24442,Attending,Attendee,Standard,23/06/2021,219,Autumn,71,10.14285714
Troubling Anniversaries Conference,21/10/2021,Conference / Symposium,IHR994982,A1063196,1,TRUE,0,24463,Attending,Attendee,Standard,23/06/2021,219,Autumn,120,17.14285714
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B994987,A1063201,1,TRUE,0,24442,Attending,Attendee,Standard,23/06/2021,219,Autumn,71,10.14285714
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B995127,A1063341,1,TRUE,0,24442,Attending,Attendee,Standard,24/06/2021,219,Autumn,70,10
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B995176,A1063391,1,TRUE,0,24442,Attending,Attendee,Standard,24/06/2021,219,Autumn,70,10
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B995262,A1063477,1,TRUE,0,24442,Attending,Attendee,Standard,24/06/2021,219,Autumn,70,10
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B995316,A1063531,1,TRUE,0,24442,Attending,Attendee,Standard,24/06/2021,219,Autumn,70,10
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B995434,A1063649,1,TRUE,0,24442,Attending,Attendee,Standard,24/06/2021,219,Autumn,70,10
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B995437,A1063652,1,TRUE,0,24442,Attending,Attendee,Standard,24/06/2021,219,Autumn,70,10
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B995466,A1063681,1,TRUE,0,24442,Attending,Attendee,Standard,25/06/2021,219,Autumn,69,9.857142857
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B995467,A1063682,1,TRUE,0,24442,Attending,Attendee,Standard,25/06/2021,219,Autumn,69,9.857142857
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B995492,A1063707,1,TRUE,0,24442,Attending,Attendee,Standard,25/06/2021,219,Autumn,69,9.857142857
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B995523,A1063738,1,TRUE,0,24442,Attending,Attendee,Standard,25/06/2021,219,Autumn,69,9.857142857
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B995543,A1063758,1,TRUE,0,24442,Attending,Attendee,Standard,25/06/2021,219,Autumn,69,9.857142857
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B995560,A1063775,1,TRUE,0,24442,Attending,Attendee,Standard,25/06/2021,219,Autumn,69,9.857142857
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B995562,A1063777,1,TRUE,0,24442,Attending,Attendee,Standard,25/06/2021,219,Autumn,69,9.857142857
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B995569,A1063784,1,TRUE,0,24442,Attending,Attendee,Standard,25/06/2021,219,Autumn,69,9.857142857
Thomas Harriot in Global and Local Contexts: A Quatercentenary Conference,09/09/2021,Conference / Symposium,B995575,A1063790,1,TRUE,0,24507,Attending,Attendee,Standard,25/06/2021,219,Autumn,76,10.85714286
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B995578,A1063793,1,TRUE,0,24442,Attending,Attendee,Standard,25/06/2021,219,Autumn,69,9.857142857
Thomas Harriot in Global and Local Contexts: A Quatercentenary Conference,09/09/2021,Conference / Symposium,B995584,A1063799,1,TRUE,0,24507,Attending,Attendee,Standard,25/06/2021,219,Autumn,76,10.85714286
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B995592,A1063807,1,TRUE,0,24442,Attending,Attendee,Standard,25/06/2021,219,Autumn,69,9.857142857
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B995611,A1063826,1,TRUE,0,24442,Attending,Attendee,Standard,25/06/2021,219,Autumn,69,9.857142857
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B995621,A1063836,1,TRUE,0,24442,Attending,Attendee,Standard,25/06/2021,219,Autumn,69,9.857142857
Thomas Harriot in Global and Local Contexts: A Quatercentenary Conference,09/09/2021,Conference / Symposium,B995629,A1063844,1,TRUE,0,24507,Attending,Attendee,Standard,25/06/2021,219,Autumn,76,10.85714286
Thomas Harriot in Global and Local Contexts: A Quatercentenary Conference,09/09/2021,Conference / Symposium,B995651,A1063866,1,TRUE,0,24507,Attending,Attendee,Standard,26/06/2021,219,Autumn,75,10.71428571
Thomas Harriot in Global and Local Contexts: A Quatercentenary Conference,09/09/2021,Conference / Symposium,B995656,A1063871,1,TRUE,0,24507,Attending,Attendee,Standard,26/06/2021,219,Autumn,75,10.71428571
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B995668,A1063883,1,TRUE,0,24442,Attending,Attendee,Standard,26/06/2021,219,Autumn,68,9.714285714
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B995679,A1063894,1,TRUE,0,24442,Attending,Attendee,Standard,26/06/2021,219,Autumn,68,9.714285714
Financial Technology - Challenges for the Law - Seminar and  Book Launch,03/09/2021,,B995683,A1063898,1,TRUE,0,24371,Attending,Attendee,Standard,26/06/2021,219,Autumn,69,9.857142857
Thomas Harriot in Global and Local Contexts: A Quatercentenary Conference,09/09/2021,Conference / Symposium,B995691,A1063906,1,TRUE,0,24507,Attending,Attendee,Standard,26/06/2021,219,Autumn,75,10.71428571
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B995693,A1063908,1,TRUE,0,24442,Attending,Attendee,Standard,26/06/2021,219,Autumn,68,9.714285714
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B995695,A1063910,1,TRUE,0,24442,Attending,Attendee,Standard,26/06/2021,219,Autumn,68,9.714285714
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B995700,A1063915,1,TRUE,0,24442,Attending,Attendee,Standard,27/06/2021,219,Autumn,67,9.571428571
Thomas Harriot in Global and Local Contexts: A Quatercentenary Conference,09/09/2021,Conference / Symposium,B995712,A1063927,1,TRUE,0,24507,Attending,Attendee,Standard,27/06/2021,219,Autumn,74,10.57142857
Thomas Harriot in Global and Local Contexts: A Quatercentenary Conference,09/09/2021,Conference / Symposium,B995716,A1063931,1,TRUE,0,24507,Attending,Attendee,Standard,27/06/2021,219,Autumn,74,10.57142857
Thomas Harriot in Global and Local Contexts: A Quatercentenary Conference,09/09/2021,Conference / Symposium,B995717,A1063932,1,TRUE,0,24507,Attending,Attendee,Standard,27/06/2021,219,Autumn,74,10.57142857
Thomas Harriot in Global and Local Contexts: A Quatercentenary Conference,09/09/2021,Conference / Symposium,B995719,A1063934,1,TRUE,0,24507,Attending,Attendee,Standard,27/06/2021,219,Autumn,74,10.57142857
Thomas Harriot in Global and Local Contexts: A Quatercentenary Conference,09/09/2021,Conference / Symposium,B995724,A1063939,1,TRUE,0,24507,Attending,Attendee,Standard,27/06/2021,219,Autumn,74,10.57142857
Thomas Harriot in Global and Local Contexts: A Quatercentenary Conference,09/09/2021,Conference / Symposium,B995726,A1063941,1,TRUE,0,24507,Attending,Attendee,Standard,27/06/2021,219,Autumn,74,10.57142857
Thomas Harriot in Global and Local Contexts: A Quatercentenary Conference,09/09/2021,Conference / Symposium,B995727,A1063942,1,TRUE,0,24507,Attending,Attendee,Standard,27/06/2021,219,Autumn,74,10.57142857
Thomas Harriot in Global and Local Contexts: A Quatercentenary Conference,09/09/2021,Conference / Symposium,B995728,A1063943,1,TRUE,0,24507,Attending,Attendee,Standard,27/06/2021,219,Autumn,74,10.57142857
Thomas Harriot in Global and Local Contexts: A Quatercentenary Conference,09/09/2021,Conference / Symposium,B995731,A1063946,1,TRUE,0,24507,Attending,Attendee,Standard,27/06/2021,219,Autumn,74,10.57142857
Thomas Harriot in Global and Local Contexts: A Quatercentenary Conference,09/09/2021,Conference / Symposium,B995739,A1063954,1,TRUE,0,24507,Attending,Attendee,Standard,27/06/2021,219,Autumn,74,10.57142857
Thomas Harriot in Global and Local Contexts: A Quatercentenary Conference,09/09/2021,Conference / Symposium,B995744,A1063959,1,TRUE,0,24507,Attending,Attendee,Standard,27/06/2021,219,Autumn,74,10.57142857
Thomas Harriot in Global and Local Contexts: A Quatercentenary Conference,09/09/2021,Conference / Symposium,B995747,A1063962,1,TRUE,0,24507,Attending,Attendee,Standard,27/06/2021,219,Autumn,74,10.57142857
Thomas Harriot in Global and Local Contexts: A Quatercentenary Conference,09/09/2021,Conference / Symposium,B995748,A1063963,1,TRUE,0,24507,Attending,Attendee,Standard,28/06/2021,219,Autumn,73,10.42857143
Thomas Harriot in Global and Local Contexts: A Quatercentenary Conference,09/09/2021,Conference / Symposium,B995751,A1063966,1,TRUE,0,24507,Attending,Attendee,Standard,28/06/2021,219,Autumn,73,10.42857143
Thomas Harriot in Global and Local Contexts: A Quatercentenary Conference,09/09/2021,Conference / Symposium,B995754,A1063969,1,TRUE,0,24507,Attending,Attendee,Standard,28/06/2021,219,Autumn,73,10.42857143
Thomas Harriot in Global and Local Contexts: A Quatercentenary Conference,09/09/2021,Conference / Symposium,B995764,A1063979,1,TRUE,0,24507,Attending,Attendee,Standard,28/06/2021,219,Autumn,73,10.42857143
Thomas Harriot in Global and Local Contexts: A Quatercentenary Conference,09/09/2021,Conference / Symposium,B995766,A1063981,1,TRUE,0,24507,Attending,Attendee,Standard,28/06/2021,219,Autumn,73,10.42857143
Thomas Harriot in Global and Local Contexts: A Quatercentenary Conference,09/09/2021,Conference / Symposium,B995771,A1063986,1,TRUE,0,24507,Attending,Attendee,Standard,28/06/2021,219,Autumn,73,10.42857143
Thomas Harriot in Global and Local Contexts: A Quatercentenary Conference,09/09/2021,Conference / Symposium,B995781,A1063996,1,TRUE,0,24507,Attending,Attendee,Standard,28/06/2021,219,Autumn,73,10.42857143
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B995803,A1064018,1,TRUE,0,24442,Attending,Attendee,Standard,28/06/2021,219,Autumn,66,9.428571429
Thomas Harriot in Global and Local Contexts: A Quatercentenary Conference,09/09/2021,Conference / Symposium,B995839,A1064055,1,TRUE,0,24507,Attending,Attendee,Standard,28/06/2021,219,Autumn,73,10.42857143
Thomas Harriot in Global and Local Contexts: A Quatercentenary Conference,09/09/2021,Conference / Symposium,B995856,A1064072,1,TRUE,0,24507,Attending,Attendee,Standard,28/06/2021,219,Autumn,73,10.42857143
Thomas Harriot in Global and Local Contexts: A Quatercentenary Conference,09/09/2021,Conference / Symposium,B995872,A1064088,1,TRUE,0,24507,Attending,Attendee,Standard,28/06/2021,219,Autumn,73,10.42857143
Thomas Harriot in Global and Local Contexts: A Quatercentenary Conference,09/09/2021,Conference / Symposium,B995920,A1064136,1,TRUE,0,24507,Attending,Attendee,Standard,28/06/2021,219,Autumn,73,10.42857143
Classical Reformations: Beyond Christian Humanism,02/09/2021,Conference / Symposium,B995967,A1064183,1,TRUE,0,24442,Attending,Attendee,Standard,28/06/2021,219,Autumn,66,9.428571429
Thomas Harriot in Global and Local Contexts: A Quatercentenary Conference,09/09/2021,Conference / Symposium,B995979,A1064195,1,TRUE,0,24507,Attending,Attendee,Standard,28/06/2021,219,Autumn,73,10.42857143
